year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Jordan,jordan,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,"The government required garment-exporting manufacturers to participate in the Better Work Jordan Program, a global initiative by the International Labor Organization and the International Finance Corporation to improve labor standards."
2024,Jordan,jordan,international ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"A substantial portion of the standard monthly minimum wage for foreign workers in the garment industry was used to pay for food, accommodation, and travel for workers from their home countries, according to an international NGO."
2024,Jordan,jordan,Terre des Hommes,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"In October, Terre des Hommes reported children between ages 16 and 18 faced various abuses in the agricultural sector, including hazardous conditions such as handling dangerous machinery, exposure to harmful pesticides, and performing physically demanding tasks."
2024,Jordan,jordan,ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to an NGO, agricultural workers usually received less than the minimum wage."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,NGOs reported employers regularly confiscated domestic workers’ passports and other documents to restrict freedom of movement and the ability to change employers.
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,NGOs reported authorities administratively detained foreign domestic workers and other migrant workers and did not inform them of their rights or the reasons for their detention.
2024,Jordan,jordan,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,"The Ministry of Labor did not consistently inspect and monitor all workplaces or apply all the protections of the labor code in the informal sector, which the International Labor Organization estimated could account for more than 46 percent of the country’s workers."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Prolonged Detention without Charges During the year, authorities reportedly held hundreds of activists without charge, and charged others with insulting the king, undermining the political regime, or slander."
2024,Jordan,jordan,human rights activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Several human rights activists alleged authorities held arrestees incommunicado to hide evidence of physical abuse by security forces.
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to NGOs, some governors abused their detention power to bypass the criminal justice system, intimidate political activists and individuals, imprison individuals without sufficient evidence, prolong the detentions of prisoners whose sentences had been completed, or set excessive bail."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to NGOs, some governors abused their detention power to bypass the criminal justice system, intimidate political activists and individuals, imprison individuals without sufficient evidence, prolong the detentions of prisoners whose sentences had been completed, or set excessive bail."
2024,Jordan,jordan,international ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to local and international NGOs, authorities routinely engaged in involuntary “protective” detention of women (a type of informal detention without trial) to deal with cases including sex outside of marriage, “absence from home,” or being the target of sexual violence, all of which could put women at risk of so-called honor crimes."
2024,Jordan,jordan,local ngo,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Some detained women told a local NGO that self- defense from domestic violence or economic exploitation led to their detention.
2024,Jordan,jordan,trade union,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"On March 30, security forces reportedly arrested trade union activists Maisarah Malas and Ziad Ibheis at a pro-Gaza protest in Amman and subsequently raided their homes."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"On March 30, security forces reportedly arrested trade union activists Maisarah Malas and Ziad Ibheis at a pro-Gaza protest in Amman and subsequently raided their homes."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,The activists’ lawyer told media that authorities released them without filing criminal charges or providing a reason for their prolonged detention.
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"In April, the National Alliance for Rights and Freedoms characterized the arrest of more than 1,500 protesters and activists between October 2023 and April as “a serious setback in the field of freedom.” Authorities released the vast majority of those arrested and dropped the charges, but dozens reportedly remained in administrative detention at year’s end."
2024,Jordan,jordan,Amnesty International,international NGO,gazetteer,high,Section 2. Liberty,c. Disappearance and Abduction,rules,"Amnesty International reported many protesters were referred to court on charges under the cybercrimes law, while other were referred on charges of “insulting and resisting police.” NGOs reported that in many cases, even after the public prosecutor or a judge ordered a detainee released, the interior ministry immediately re-apprehended or kept protesters in custody using administrative detention procedures, coercing detainees to sign pledges not to protest or incite to protest under threat of a 50,000-dinar ($70,000) fine."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Amnesty International reported many protesters were referred to court on charges under the cybercrimes law, while other were referred on charges of “insulting and resisting police.” NGOs reported that in many cases, even after the public prosecutor or a judge ordered a detainee released, the interior ministry immediately re-apprehended or kept protesters in custody using administrative detention procedures, coercing detainees to sign pledges not to protest or incite to protest under threat of a 50,000-dinar ($70,000) fine."
