year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Numerous NGOs described pervasive violations of the right to a fair trial, including coerced confessions, use of torture, denial of access to counsel, and convictions in the absence of sufficiently conclusive evidence or despite exculpatory evidence."
2023,Kyrgyz Republic,kyrgyz-republic,international observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"International observers reported threats and acts of violence against defendants and defense attorneys inside and outside the courtroom, as well as intimidation of trial judges by victims’ relatives and friends."
2023,Kyrgyz Republic,kyrgyz-republic,domestic ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"HRW, domestic NGOs, and local attorneys, however, reported some state-provided criminal defense lawyers were complicit with prosecutors and did not properly defend their clients."
2023,Kyrgyz Republic,kyrgyz-republic,observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Many observers, particularly in the southern part of the country, described these lawyers as “pocket attorneys” who would help secure bribes from their client to pass to police and judges, which would then secure the client’s eventual release."
2023,Kyrgyz Republic,kyrgyz-republic,international observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,International observers reported that defense attorneys in rural areas provided a lower quality of representation than defense attorneys in the capital.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,Political Prisoners and Detainees Human rights and civil society NGOs claimed there were a small number of incarcerated political prisoners.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,NGOs that monitored prison conditions did not report political prisoners were treated differently from other prisoners.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,The government permitted access to political prisoners by human rights NGOs and the ICRC.
2023,Kyrgyz Republic,kyrgyz-republic,independent media outlets,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Media organizations reported that online harassment and hate speech directed towards independent media outlets continued to increase.
2023,Kyrgyz Republic,kyrgyz-republic,civil society groups,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Freedom of Expression: Civil society groups noted government authorities increased the application of provisions of law on the “incitement of interethnic, racial, religious, and interregional hatred,” “public calls for violent seizure of power,” and “attempted mass riots” to restrict speech, which affected the ability of civil society activists to operate."
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Freedom of Expression: Civil society groups noted government authorities increased the application of provisions of law on the “incitement of interethnic, racial, religious, and interregional hatred,” “public calls for violent seizure of power,” and “attempted mass riots” to restrict speech, which affected the ability of civil society activists to operate."
2023,Kyrgyz Republic,kyrgyz-republic,human rights activist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"On July 3, human rights activist Ondurush Toktonasyrov was charged with “incitement of interethnic, racial, religious, and interregional hatred” in connection with his social media posts."
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Toktonasyrov was known for his protests against Russia’s war against Ukraine and against detentions of activists, bloggers, and politicians."
2023,Kyrgyz Republic,kyrgyz-republic,activist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"On August 24, the GKNB detained activist Olzhobai Shakir under suspicion of “attempting to seize power” after Shakir announced on his Facebook page his plans to hold a rally to protest the transfer of four Issyk-Kul resorts to Uzbekistan under a long-term lease."
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Violence and Harassment: Journalists reported harassment by police and intimidation and pressure by local and national authorities to avoid reporting on sensitive topics, including ethnic conflicts and nationalism, corruption, border violence with Tajikistan, Russia’s invasion of Ukraine, and political figures."
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Journalists also reported they noticed an increase in online harassment and attempts to hack into their private online accounts.
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Censorship or Content Restrictions for Members of the Press and Other Media, Including Online Media: Journalists sometimes practiced self- censorship to avoid reprisals for their reporting."
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Journalists and NGO leaders alleged some news outlets instructed their reporters not to report critically on certain politicians or government officials.
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Journalists and NGO leaders alleged some news outlets instructed their reporters not to report critically on certain politicians or government officials.
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"NGO leaders and media sources reported state-owned broadcasters remained under pressure to transmit stories promoting government policies and initiatives and develop narratives critical of NGOs, opposition figures, and civil society activists."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"NGO leaders and media sources reported state-owned broadcasters remained under pressure to transmit stories promoting government policies and initiatives and develop narratives critical of NGOs, opposition figures, and civil society activists."
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"NGO leaders and media sources reported state-owned broadcasters remained under pressure to transmit stories promoting government policies and initiatives and develop narratives critical of NGOs, opposition figures, and civil society activists."
